customer_id,gender,age,married,number_of_dependents,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_label,cltv
7706-DZNKK,Male,63,No,0,No,0,11,Offer D,Yes,44.53,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,237.3,0,0,489.83000000000004,727.1300000000001,No,2642
8823-RLPWL,Female,24,Yes,0,Yes,5,72,Offer A,Yes,41.21,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.65,8065.65,0,0,2967.12,11032.77,No,4259
9505-SQFSW,Female,59,Yes,3,Yes,6,3,Offer E,No,0,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,40.3,92.5,0,0,0,92.5,No,5651
3758-CKOQL,Female,20,Yes,0,Yes,7,59,Offer B,Yes,41.15,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,107,6152.3,0,0,2427.85,8580.15,No,4620
5676-CFLYY,Male,30,Yes,0,Yes,4,71,Offer A,Yes,16.24,No,Yes,Cable,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.35,5154.5,0,0,1153.04,6307.54,No,5124
7521-AFHAB,Female,45,Yes,2,Yes,10,5,Offer E,Yes,35.6,No,Yes,Cable,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.8,220.45,0,0,178,398.45,No,2492
0285-INHLN,Male,54,Yes,6,Yes,5,27,None,Yes,36.19,No,Yes,DSL,53,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0,0,977.1299999999999,2487.43,No,3519
5125-CNDSP,Male,48,No,0,No,0,63,Offer B,No,0,No,Yes,DSL,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,0,0,0,2588.95,No,6406
4992-LTJNE,Male,40,Yes,0,Yes,5,72,Offer A,Yes,24.24,Yes,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,55.3,3983.6,0,0,1745.28,5728.88,No,6259
2202-OUTMO,Female,59,Yes,0,Yes,5,34,None,Yes,12.3,Yes,Yes,DSL,26,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.85,2003.6,0,0,418.20000000000005,2421.8,No,3012
0810-BDHAW,Female,54,Yes,0,Yes,4,24,None,Yes,31.62,Yes,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,78.4,1832.4,0,130,758.88,2721.28,No,2506
0229-LFJAF,Male,53,No,0,No,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0,0,263.52,5171.77,No,4262
7131-ZQZNK,Female,46,Yes,0,Yes,1,60,Offer B,No,0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.85,3590.2,0,0,0,3590.2,No,5790
3442-ZHHCC,Male,60,No,0,No,0,68,Offer A,Yes,1.27,Yes,Yes,Cable,13,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,76.9,5023,0,0,86.36,5109.36,No,5355
5726-CVNYA,Female,44,Yes,0,Yes,8,8,Offer E,Yes,17.09,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,146.6,0,0,136.72,283.32,No,3260
9871-ELEYA,Female,22,No,0,No,0,34,None,Yes,20.75,No,Yes,DSL,27,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,67.65,2339.3,0,0,705.5,3044.8,No,4263
4257-GAESD,Female,25,No,0,No,0,6,Offer E,No,0,No,Yes,Cable,52,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45,298.7,0,0,0,298.7,No,2270
5173-WXOQV,Male,38,Yes,0,Yes,2,2,Offer E,Yes,4.41,No,Yes,DSL,26,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,64.2,143.65,0,30,8.82,182.47,No,4369
2040-OBMLJ,Male,24,No,0,No,0,31,None,Yes,17.18,Yes,Yes,Fiber Optic,76,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,81.7,2548.65,0,0,532.58,3081.23,No,4850
6286-ZHAOK,Female,47,Yes,7,Yes,6,20,Offer D,Yes,36.85,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.55,507.4,0,0,737,1244.4,No,3235
3807-XHCJH,Female,21,Yes,3,Yes,4,1,None,Yes,6.86,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,20,0,0,6.86,26.86,No,2358
8859-AXJZP,Male,39,Yes,0,Yes,7,39,None,Yes,29.56,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,23.8,903.8,0,0,1152.84,2056.64,No,3970
3174-AKMAS,Female,61,Yes,0,Yes,1,46,None,Yes,37.02,No,Yes,DSL,6,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,64.2,3009.5,0,0,1702.92,4712.42,No,4699
9926-PJHDQ,Female,45,Yes,0,Yes,5,72,Offer A,Yes,43.47,Yes,Yes,Cable,9,No,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,76.8,5468.45,0,90,3129.84,8688.29,No,5120
7382-DFJTU,Male,63,No,0,No,0,18,Offer D,Yes,47.72,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.2,1058.1,0,0,858.96,1917.06,No,2110
2798-NYLMZ,Male,29,Yes,0,Yes,10,71,Offer A,Yes,31.97,Yes,Yes,Fiber Optic,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.55,7616,0,0,2269.87,9885.869999999999,No,4111
8098-TDCBU,Female,55,Yes,0,Yes,9,42,None,Yes,33.63,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1108.2,0,0,1412.46,2520.66,No,3052
3551-GAEGL,Male,23,Yes,0,No,0,34,None,No,0,No,Yes,DSL,42,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,30.4,938.65,0,0,0,938.65,No,4697
3196-NVXLZ,Female,23,No,0,No,0,25,Offer C,Yes,9.57,Yes,Yes,Fiber Optic,59,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.6,2088.05,0,0,239.25,2327.3,No,4874
0036-IHMOT,Female,37,Yes,3,Yes,10,55,None,Yes,35.04,No,Yes,Fiber Optic,57,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.7,5656.75,0,20,1927.2,7603.95,No,5892
4178-EGMON,Male,30,Yes,0,Yes,9,70,None,Yes,9.28,Yes,Yes,Fiber Optic,51,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,88,5986.45,0,0,649.5999999999999,6636.049999999999,No,4867
4220-TINQT,Female,41,Yes,0,Yes,3,61,None,Yes,27.63,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,6751.35,0,0,1685.4299999999998,8436.78,No,5632
5318-YKDPV,Male,62,Yes,0,Yes,1,43,None,Yes,41.08,No,Yes,DSL,18,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.15,3566.6,0,0,1766.4399999999998,5333.04,No,3716
7975-TZMLR,Male,37,No,0,No,0,47,None,Yes,16.64,Yes,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.1,4889.3,0,0,782.08,5671.38,No,5029
0295-QVKPB,Male,38,No,0,No,0,5,Offer E,Yes,13.96,No,Yes,DSL,5,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0,0,69.80000000000001,387.90000000000003,No,3099
4335-BSMJS,Female,55,No,0,No,0,62,None,Yes,8.23,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.8,1563.95,0,0,510.26000000000005,2074.21,No,6201
9146-JRIOX,Female,47,Yes,1,Yes,1,14,None,Yes,31.7,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.55,372.45,0,0,443.8,816.25,No,2080
5337-IIWKZ,Male,35,Yes,3,Yes,2,34,Offer C,No,0,No,Yes,DSL,76,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,1442.6,0,0,0,1442.6,No,5569
9650-VBUOG,Male,44,Yes,1,Yes,9,38,Offer C,Yes,33.1,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.05,963.95,0,0,1257.8,2221.75,No,3772
3487-EARAT,Female,46,Yes,0,Yes,7,70,None,Yes,19.1,No,Yes,DSL,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,74.1,5222.3,0,0,1337,6559.3,No,6325
2672-TGEFF,Female,33,Yes,2,Yes,3,37,Offer C,Yes,1.08,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.8,3340.55,0,0,39.96,3380.51,No,3746
8184-WMOFI,Male,47,Yes,0,No,0,62,None,Yes,14.05,No,Yes,DSL,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,71.4,4487.3,0,0,871.1,5358.4000000000005,No,5327
6092-QZVPP,Male,27,No,0,No,0,36,Offer C,Yes,42.51,No,Yes,Cable,52,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.2,2854.95,0,40,1530.36,4425.3099999999995,No,4830
4625-LAMOB,Male,36,No,0,No,0,44,None,Yes,1.4,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,905.55,0,0,61.599999999999994,967.15,No,2404
0392-BZIUW,Female,44,Yes,0,Yes,7,72,None,Yes,6.58,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105,7589.8,0,0,473.76,8063.56,No,5678
6549-NNDYT,Female,59,No,0,No,0,13,None,No,0,No,Yes,Cable,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.85,394.1,0,0,0,394.1,No,2444
0422-OHQHQ,Female,23,Yes,0,Yes,7,15,None,Yes,34.63,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.55,295.95,0,0,519.45,815.4000000000001,No,3009
6916-HIJSE,Female,57,No,0,No,0,65,None,Yes,41.74,No,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,5459.2,0,0,2713.1,8172.299999999999,No,5434
2316-ESMLS,Female,54,Yes,0,Yes,7,12,None,No,0,No,Yes,DSL,27,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,33.15,444.75,0,0,0,444.75,No,3882
9778-OGKQZ,Male,55,Yes,0,Yes,8,72,None,Yes,5.32,Yes,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,92,6782.15,0,10,383.04,7175.19,No,5883
7408-OFWXJ,Female,23,Yes,0,Yes,3,72,None,Yes,44.92,Yes,Yes,DSL,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.8,6510.45,0,0,3234.2400000000002,9744.69,No,5762
6007-TCTST,Female,57,Yes,2,Yes,9,72,None,Yes,12.29,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8476.5,0,0,884.8799999999999,9361.38,No,5841
2252-NKNSI,Male,63,No,0,No,0,52,None,Yes,32.02,Yes,Yes,DSL,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.15,4461.85,0,0,1665.0400000000002,6126.89,No,4322
8713-IGZSO,Male,50,No,0,No,0,2,Offer E,Yes,40.25,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.85,62,0,0,80.5,142.5,No,5983
7905-TVXTA,Female,63,No,0,No,0,5,Offer E,Yes,8.32,No,Yes,DSL,22,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.35,352.65,0,0,41.6,394.25,No,4771
7695-PKLCZ,Female,32,No,0,No,0,68,None,Yes,48.41,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1424.9,0,0,3291.8799999999997,4716.78,No,4201
8374-UULRV,Male,22,No,0,No,0,72,None,Yes,48.36,Yes,Yes,DSL,71,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,86.05,6309.65,0,20,3481.92,9811.57,No,5965
3224-DFQNQ,Female,59,Yes,0,Yes,10,66,None,Yes,37.38,Yes,Yes,Fiber Optic,8,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89,5898.6,0,0,2467.0800000000004,8365.68,No,4488
5275-PMFUT,Male,52,Yes,0,Yes,9,72,None,No,0,No,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.8,4719.75,0,0,0,4719.75,No,4036
4795-UXVCJ,Male,63,No,0,No,0,26,Offer C,Yes,45.7,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,457.3,0,0,1188.2,1645.5,No,5823
9777-IQHWP,Male,53,Yes,1,Yes,2,64,None,Yes,30.82,Yes,Yes,Fiber Optic,11,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.4,5822.3,0,0,1972.48,7794.780000000001,No,6249
0979-MOZQI,Male,61,Yes,0,Yes,6,62,None,No,0,No,Yes,Cable,4,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39,2337.45,0,0,0,2337.45,No,4987
2732-ISEZX,Female,44,No,0,No,0,5,None,Yes,24.61,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.5,104.3,0,0,123.05,227.35,No,5263
0323-XWWTN,Male,44,No,1,No,0,3,None,Yes,33.87,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.4,121.25,0,0,101.60999999999999,222.85999999999999,No,4315
1937-OTUKY,Female,32,Yes,0,Yes,1,72,None,Yes,25.48,Yes,Yes,Fiber Optic,3,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,98.2,7015.9,0,0,1834.56,8850.46,No,4332
1573-LGXBA,Male,26,Yes,3,Yes,1,57,None,Yes,4.18,No,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.55,5598,0,0,238.26,5836.26,No,5833
1764-VUUMT,Male,63,No,1,No,0,66,None,Yes,37.94,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1269.1,0,0,2504.04,3773.14,No,6382
4713-ZBURT,Male,33,No,2,No,0,45,None,Yes,23.54,Yes,Yes,Fiber Optic,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.7,4634.35,0,0,1059.3,5693.6500000000005,No,3333
3050-GBUSH,Female,25,No,0,No,0,3,None,No,0,No,Yes,DSL,46,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,113.95,0,0,0,113.95,No,2496
7876-AEHIG,Female,48,No,0,No,0,51,None,No,0,No,Yes,DSL,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.15,3077,0,0,0,3077,No,5404
7945-HLKEA,Female,29,No,0,No,0,60,None,Yes,37.95,Yes,Yes,DSL,27,Yes,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,64.75,4039.5,0,120,2277,6436.5,No,6408
9342-VNIMQ,Male,62,No,0,No,0,33,Offer C,Yes,5.91,Yes,Yes,DSL,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.65,1665.2,0,0,195.03,1860.23,No,5201
3199-NPKCN,Female,39,Yes,0,Yes,1,67,None,Yes,35.03,Yes,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.25,7511.65,0,0,2347.01,9858.66,No,5649
5170-PTRKA,Female,19,Yes,0,Yes,1,49,None,No,0,No,Yes,Cable,82,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.8,1782,0,0,0,1782,No,4865
4661-NJEUX,Male,42,No,0,No,0,1,None,Yes,3.23,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,20.05,0,0,3.23,23.28,No,5368
0048-LUMLS,Male,23,Yes,3,Yes,1,37,Offer C,Yes,43.01,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,91.2,3247.55,0,0,1591.37,4838.92,No,5263
5898-IGSLP,Male,37,Yes,3,Yes,1,31,Offer C,Yes,20.76,Yes,Yes,Fiber Optic,57,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.3,2823,0,0,643.5600000000001,3466.56,No,2132
7997-EASSD,Female,56,Yes,0,Yes,1,63,Offer B,Yes,38.85,Yes,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,81.2,4965.1,0,0,2447.55,7412.6500000000005,No,6063
0730-KOAVE,Male,53,No,0,No,0,30,Offer C,Yes,41.66,Yes,Yes,Fiber Optic,28,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.3,2679.7,0,0,1249.8,3929.5,No,4219
8975-SKGRX,Male,29,Yes,0,Yes,1,71,None,Yes,33.83,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.1,8310.55,0,130,2401.93,10842.48,No,5027
0678-RLHVP,Female,33,No,0,No,0,53,Offer B,Yes,12.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,5682.25,0,0,684.76,6367.01,No,5731
2267-FPIMA,Male,27,Yes,0,Yes,1,50,Offer B,Yes,17.58,Yes,Yes,Fiber Optic,47,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,0,0,878.9999999999999,5793.9,No,5548
1051-GEJLJ,Female,19,No,0,No,0,2,None,Yes,27.17,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.5,27.55,0,0,54.34,81.89,No,4836
5285-MVEHD,Female,35,Yes,0,Yes,1,56,Offer B,Yes,34.1,No,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.6,6068.65,0,0,1909.6000000000001,7978.25,No,4196
0379-DJQHR,Male,60,Yes,0,Yes,1,67,None,Yes,45.25,No,Yes,DSL,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,5398.6,0,0,3031.75,8430.35,No,4219
5543-QDCRY,Male,38,No,0,No,0,4,None,Yes,20.76,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.4,234.85,0,0,83.04,317.89,No,5344
0297-RBCSG,Male,61,No,0,No,0,19,None,Yes,41.79,No,Yes,DSL,6,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0,60,794.01,2085.8599999999997,No,2051
4694-PHWFW,Female,26,No,3,No,0,8,None,Yes,45.87,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,170.9,0,0,366.96,537.86,No,5919
0835-JKADZ,Female,29,No,0,No,0,71,None,Yes,41.92,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.25,7984.15,0,0,2976.32,10960.47,No,4361
3865-YIOTT,Male,40,Yes,1,Yes,1,72,None,Yes,11.67,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1,7848.5,0,0,840.24,8688.74,No,6283
5993-BQHEA,Male,42,No,0,No,0,12,None,Yes,16.59,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,267,0,0,199.07999999999998,466.08,No,4018
6024-RUGGH,Male,22,Yes,2,Yes,1,72,None,Yes,28.06,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.2,1798.9,0,0,2020.32,3819.2200000000003,No,6499
4079-WWQQQ,Male,45,No,0,No,0,72,None,No,0,No,Yes,Cable,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65.55,4807.45,0,0,0,4807.45,No,4266
6103-BOCOU,Female,37,No,0,No,0,26,Offer C,Yes,20.64,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,2193,0,0,536.64,2729.64,No,4501
5149-TGWDZ,Female,48,No,0,No,0,21,None,Yes,36.31,No,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.55,2239.4,0,0,762.51,3001.91,No,3471
7471-WNSUF,Male,23,Yes,0,Yes,1,60,Offer B,Yes,16.42,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.15,1505.9,0,0,985.2,2491.1000000000004,No,4501
8942-DBMHZ,Male,26,No,0,No,0,12,None,Yes,41.11,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.45,255.35,0,0,493.32,748.67,No,4883
4301-VVZKA,Male,25,Yes,0,Yes,1,16,None,Yes,25.83,Yes,Yes,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1189.4,0,0,413.28,1602.68,No,5432
9199-PWQVC,Female,38,Yes,0,Yes,1,63,Offer B,Yes,49.08,Yes,Yes,Cable,24,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,79.7,4786.15,0,30,3092.04,7908.19,No,4010
5393-HJZSM,Female,54,Yes,1,Yes,1,32,Offer C,Yes,32.43,No,Yes,Cable,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.3,2404.15,0,0,1037.76,3441.91,No,5324
0862-PRCBS,Female,32,Yes,3,Yes,6,68,None,Yes,16.09,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,0,0,1094.12,8133.57,No,4121
8812-ZRHFP,Female,53,Yes,3,No,0,30,Offer C,Yes,48.43,No,Yes,Fiber Optic,58,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,0,0,1452.9,3990.9500000000003,No,2923
5146-CBVOE,Female,44,No,0,No,0,16,None,Yes,38.02,No,Yes,Fiber Optic,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.1,1212.85,0,0,608.32,1821.17,No,5176
0454-OKRCT,Male,32,No,0,No,0,33,Offer C,Yes,34.85,No,Yes,Fiber Optic,27,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.6,2651.1,0,0,1150.05,3801.1499999999996,No,5542
5787-KXGIY,Male,54,Yes,0,Yes,3,72,None,Yes,2.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,1304.8,0,0,187.92,1492.72,No,4035
4198-VFOEA,Female,58,No,0,No,0,12,None,No,0,No,Yes,DSL,19,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,33.6,435.45,0,0,0,435.45,No,2990
5709-LVOEQ,Female,40,Yes,0,Yes,8,10,None,Yes,31.09,No,Yes,DSL,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,80.85,808.5,0,0,310.9,1119.4,No,2048
2692-AQCPF,Female,32,Yes,0,Yes,6,65,Offer B,Yes,41.34,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,7118.9,0,0,2687.1000000000004,9806,No,6047
0347-UBKUZ,Female,46,No,0,No,0,15,None,Yes,2.74,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.9,320.45,0,0,41.1,361.55,No,3366
0835-DUUIQ,Female,55,No,0,No,0,24,None,Yes,47.31,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,21.05,531.55,0,0,1135.44,1666.99,No,2050
0811-GSDTP,Female,50,No,2,No,0,13,None,No,0,No,Yes,Cable,19,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.15,382.2,0,10,0,392.2,No,3540
7567-ECMCM,Male,23,No,0,No,0,24,None,Yes,35.3,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.85,2001,0,0,847.1999999999999,2848.2,No,5128
6115-ZTBFQ,Female,56,Yes,0,Yes,6,72,None,No,0,No,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.5,4919.7,0,0,0,4919.7,No,4119
6353-BRMMA,Female,62,Yes,3,Yes,3,54,Offer B,Yes,42.35,Yes,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.1,5645.8,0,0,2286.9,7932.700000000001,No,5795
6231-WFGFH,Male,39,Yes,2,Yes,4,4,None,Yes,3.63,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.5,77.6,0,0,14.52,92.11999999999999,No,5053
6169-PPETC,Male,42,Yes,1,Yes,8,35,None,Yes,47.33,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.5,759.35,0,0,1656.55,2415.9,No,2009
8584-KMVXD,Female,64,No,0,No,0,8,Offer E,Yes,11.2,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,0,10,89.6,635.15,No,2934
